Main Series, Sub Series, Segmented Mnemonic, Title, Reporting Forms, Source, MainSeriesLink, SubSeriesLink, SegmentLink
"RCET","None","None","Report of Certain Eurocurrency Transactions","FR 2414b","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/RCET.PDF","None","None"
"RDCB","None","None","Weekly Report of Eurodollar Liabilities Held by Selected U.S. Addressees at Foreign Offices of U.S. Banks","FR 2050","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/RDCB.PDF","None","None"
"RISK","None","None","Banking Organization Systemic Risk Report","FR Y-15","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/RISK.PDF","None","None"
"None","RI01","None","Additional Text Remarks","FR Y-15","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","RI02","None","Additional Text Remarks","FR Y-15","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","RI03","None","Additional Text Remarks","FR Y-15","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","RI04","None","Additional Text Remarks","FR Y-15","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","RI05","None","Additional Text Remarks","FR Y-15","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","RI06","None","Additional Text Remarks","FR Y-15","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","RI07","None","Additional Text Remarks","FR Y-15","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","RI08","None","Additional Text Remarks","FR Y-15","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","RI09","None","Additional Text Remarks","FR Y-15","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","RI10","None","Additional Text Remarks","FR Y-15","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","RI11","None","Additional Text Remarks","FR Y-15","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","RI12","None","Additional Text Remarks","FR Y-15","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"RPSR","None","None","Survey of Repurchase Agreements (RPs) on U.S. Government Securities and Nonreservable Due Bills with Selected Customers (Archival)","FR 3019a","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/RPSR.PDF","None","None"
"RSNB","None","None","Report of Repurchase Agreements (RPs) on U.S. Government and Federal Agency Securities with Specified Holders","FR 2415","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/RSNB.PDF","None","None"
"RSSD","None","None","Research, Statistics, Supervision and Regulation, and Discount and Credit Database (NIC database)","None","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/RSSD.PDF","None","None"
"RTRL","None","None","Allocation of Low Reserve Tranche and Reservable Liabilities Exemption","FR 2930","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/rtrl.pdf","None","None"
"RUSG","None","None","Survey of U.S. Gov't Agency and Corporation Securities","FFIEC 17","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"SBSR","None","None","Small Bank Sample Report","FR 2001","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/SBSR.PDF","None","None"
"SCRP","None","None","Special Credit Restraint Program","None","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/SCRP.pdf","None","None"
"None","SCB0","None","Special Credit Restraint Program","None","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","SCB3","None","Special Credit Restraint Program","None","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","SCB4","None","Special Credit Restraint Program","None","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","SCR1","None","Special Credit Restraint Program","None","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","SCR2","None","Special Credit Restraint Program","None","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"SDSL","None","None","Summary of Deposits and Savings and Loans data from the A4 S&L Tapes (SGLN)","OMB 1500-004","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/SDSL.PDF","None","None"
"SECF","None","None","Securities and Exchange Commission Focus Report (Financial and Operational Combined Uniform Single Report) Part II, IIA and IICSE","SEC 1695/1696","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/SECF.PDF","None","None"
"None","SEC0","None","For Transmittal of Items Reported on the SECF Series","SEC 1695/1696","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SECF.PDF","None"
"None","SEC1","None","For Transmittal of Items Reported on the SECF Series","SEC 1695/1696","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SECF.PDF","None"
"None","SEC2","None","For Transmittal of Items Reported on the SECF Series","SEC 1695/1696","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SECF.PDF","None"
"None","SEC3","None","For Transmittal of Items Reported on the SECF Series","SEC 1695/1696","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SECF.PDF","None"
"None","SEC4","None","For Transmittal of Items Reported on the SECF Series","SEC 1695/1696","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SECF.PDF","None"
"None","SEC5","None","For Transmittal of Items Reported on the SECF Series","SEC 1695/1696","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SECF.PDF","None"
"None","SEC6","None","For Transmittal of Items Reported on the SECF Series","SEC 1695/1696","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SECF.PDF","None"
"None","SEC7","None","For Transmittal of Items Reported on the SECF Series","SEC 1695/1696","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SECF.PDF","None"
"None","SEC8","None","For Transmittal of Items Reported on the SECF Series","SEC 1695/1696","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SECF.PDF","None"
"None","SEC9","None","For Transmittal of Items Reported on the SECF Series","SEC 1695/1696","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SECF.PDF","None"
"None","SECA","None","For Transmittal of Items Reported on the SECF Series","SEC 1695/1696","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SECF.PDF","None"
"None","SECN","None","For Transmittal of Items Reported on the SECF Series","SEC 1695/1696","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SECF.PDF","None"
"SHCA","None","None","Report of U.S. Ownership of Foreign Securities, including Selected Money Market Instruments","SHL/SHLA & SHC/SHCA","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","SHCC","None","U.S. Ownership of Foreign Securities, Including Selected Money Market Instruments:  Schedule 3 - Custodian Used Detail","None","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","SHCD","None","U.S. ownership of Foreign Securities, Including Selected Money Market Instruments :  Schedule 2 - Details of Securities","None","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"SHLA","None","None","Foreign-Residents' Holdings of U.S. Securities, Including Selected Money Market Instruments(SHL(A))","SHL/SHLA & SHC/SHCA","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","SHLD","None","Foreign-Residents' Holdings of U.S. Securities, Including Selected Money Market Instruments(SHL(A)):  Schedule 2 - Details of Securities","None","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"SLHC","None","None","Consolidated Financial Data for Thrift Holding Companies","FR 2320","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/SLHC.PDF","None","None"
"None","SLCI","None","Confidential Indicator for Thrift Holding Company Data","None","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","SLHP","None","Parent Company Only Financial Data for Thrift Holding Company","FR 2320","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","SLHX","None","For Transmittal of Items Reported on the SLHC Series","FR 2320","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"SMMR","None","None","Report of Selected Money Markets Rates - Daily Liability data for Fed Funds","FR 2420","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"SNAX","None","None","Large Corporate Syndicated Credit Data Expanded Agent and Basic Reporter REPORT Identification","None","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/SNAX.PDF","None","None"
"None","SNAA","None","Large Corporate Syndicated Credit Data Expanded Agent and Basic Reporter AGENT Identification","None","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SNC.pdf","None"
"None","SNAC","None","Large Corporate Syndicated Credit Data Expanded Agent and Basic Reporter CREDIT Data","None","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SNC.pdf","None"
"None","SNAO","None","Large Corporate Syndicated Credit Data Expanded Agent and Basic Reporter OBLIGOR Data","None","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SNC.pdf","None"
"None","SNAP","None","Large Corporate Syndicated Credit Data Expanded Agent and Basic Reporter PARTICIPANT Data","None","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SNC.pdf","None"
"None","SNAR","None","Large Corporate Syndicated Credit Data Expanded Agent and Basic Reporter AGENT CREDIT RISK RATINGS","None","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SNC.pdf","None"
"SNBX","None","None","Large Corporate Bilateral Data Elements Report Identification","None","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","SNBA","None","Large Corporate Bilateral Data Elements Agent Identification","None","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","SNBC","None","Large Corporate Bilateral Data Elements Credit Data","None","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","SNBO","None","Large Corporate Bilateral Data Elements Obligor Data","None","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","SNBP","None","Large Corporate Bilateral Data Elements Participant Identification","None","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","SNBR","None","Large Corporate Bilateral Data Elements Lender Risk Ratings","None","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"SNPX","None","None","Large Corporate Syndicated Credit Data Elements Expanded Participant Report REPORT Identification","None","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/SNAX.PDF","None","None"
"None","SNPA","None","Large Corporate Syndicated Credit Data Elements Expanded Participant Report AGENT Identification","None","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SNC.pdf","None"
"None","SNPC","None","Large Corporate Syndicated Credit Data Elements Expanded Participant Report CREDIT Data","None","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SNC.pdf","None"
"None","SNPO","None","Large Corporate Syndicated Credit Data Elements Expanded Participant Report OBLIGOR Data","None","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SNC.pdf","None"
"None","SNPP","None","Large Corporate Syndicated Credit Data Elements Expanded Participant Report PARTICIPANT Identification","None","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SNC.pdf","None"
"None","SNPR","None","Large Corporate Syndicated Credit Data Elements Expanded Participant Report PARTICIPANT RISK RATINGS","None","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SNC.pdf","None"
"SPPR","None","None","Performance Ratios and Dollar Amounts","None","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"SRRA","None","None","Survey of Retail Repurchase Agreements - Weekly","FR 3017","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/SRRA.PDF","None","None"
"SRRU","None","None","Survey of Retail Repurchase Agreements - Universe","FR 3017","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/srru.pdf","None","None"
"SSSA","None","None","Special Supplement to FR 2042 on Selected Sweep Arrangements","FR 2042s","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/SSSA.PDF","None","None"
"STRP","None","None","Report of Proceeds From Outstanding Sales To Nonexempt Entities of Short-Term Loans Made Under Long-Term Commitments","FR 2916","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/STRP.PDF","None","None"
"STSD","None","None","Survey of Time and Savings Deposits","FR 2296","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/STSD.PDF","None","None"
"None","STDX","None","Date file prior to 1981 for STSD","None","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"SUBS","None","None","Combined Call and Income File for Foreign Subsidiaries","FR 2314/FR-2314S","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/SUBS.PDF","None","None"
"None","SUBC","None","Call for the FR 2314 report (SUBS)","FR 2314/FR-2314S","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SUBS.PDF","None"
"None","None","SUBT","For Transmittal of Items Reported on the SUBC/SUBI Subseries","FR 2314/FR-2314S","https://www.federalreserve.gov/apps/mdrm/series","None","None","https://www.federalreserve.gov/apps/mdrm/pdf/SUBS.PDF"
"None","SUBD","None","Call for the FR 314 report - Domestic (SUBS)","FR 314","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SUBS.PDF","None"
"None","SUBF","None","Call for the FR 314 report - Foreign (SUBS)","FR 314","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SUBS.PDF","None"
"None","SUBI","None","Income for the FR 2314 report (SUBS)","FR 2314/FR-2314S","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SUBS.PDF","None"
"None","None","SUBT","For Transmittal of Items Reported on the SUBC/SUBI Subseries","FR 2314/FR-2314S","https://www.federalreserve.gov/apps/mdrm/series","None","None","https://www.federalreserve.gov/apps/mdrm/pdf/SUBS.PDF"
"SUIT","None","None","Surveillance Intercompany Transactions for the FR Y8 Table","None","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/SUIT.PDF","None","None"
"SUMC","None","None","Summary of Deposits Consolidated Total 94/06/30","None","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"SUMS","None","None","Summary of Deposits Data from FDIC","None","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","SUMD","None","Summary of Deposits","FDIC 8020/05","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SUMD.PDF","None"
"None","SUMF","None","Summary of Deposits - Branch Physical Location","None","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","SUMH","None","Summary of Deposits - Head Office","FDIC 8020/05","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SUMD.PDF","None"
"None","SUMR","None","Summary of Deposits - Headquarters of Top Regulatory BHC","None","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","SUMX","None","Summary of Deposits - Originally Reported Item","None","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SUMD.PDF","None"
"SVGL","None","None","Quarterly Savings & Loans Report of Condition and Income","FHLBB 1313","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/SVGL.PDF","None","None"
"None","SCMR","None","Consolidated Maturity Rate Listing for S & L's","OTS 1313","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SVGL.PDF","None"
"None","SVCC","None","For Schedule CCR on the S & L report","OTS 1313","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SVGL.PDF","None"
"None","SVCS","None","Consolidated Subsidiary Listing for S & L's","OTS 1313","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SVGL.PDF","None"
"None","SVG1","None","Remaining Time Before Asset Matures or Can Be Repriced (Maturity/Repricing) 3 Months or Less","FHLBB 1313","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SVGL.PDF","None"
"None","SVG2","None","Remaining Time Before Asset Matures or Can Be Repriced (Maturity/Repricing) More Than 3 Months through 6 Months","FHLBB 1313","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SVGL.PDF","None"
"None","SVG3","None","Remaining Time Before Asset Matures or Can Be Repriced (Maturity/Repricing) More Than 6 Months through 1 Year","FHLBB 1313","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SVGL.PDF","None"
"None","SVG4","None","Remaining Time Before Asset Matures or Can Be Repriced (Maturity/Repricing) More Than 1 Year through 3 Years","FHLBB 1313","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SVGL.pdf","None"
"None","SVG5","None","Remaining Time Before Asset Matures or Can Be Repriced (Maturity/Repricing) More Than 3 Years through 5 Years","FHLBB 1313","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SVGL.pdf","None"
"None","SVG6","None","Remaining Time Before Asset Matures or Can Be Repriced (Maturity/Repricing) More Than 5 Year through 10 Years","FHLBB 1313","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SVGL.pdf","None"
"None","SVG7","None","Remaining Time Before Asset Matures or Can Be Repriced (Maturity/Repricing) More Than 10 Year through 20 Years","FHLBB 1313","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SVGL.pdf","None"
"None","SVG8","None","Remaining Time Before Asset Matures or Can Be Repriced (Maturity/Repricing) More Than 20 Years","FHLBB 1313","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SVGL.pdf","None"
"None","SVG9","None","Remaining Time Before Asset Matures or Can Be Repriced (Maturity/Repricing) Total Nonperforming Loans","FHLBB 1313","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SVGL.pdf","None"
"None","SVGC","None","Consolidated for S & L's","OTS 1313","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SVGL.PDF","None"
"None","SVGN","None","Nonquarter month for Schedule SO on the S & L report","OTS 1313","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SVGL.PDF","None"
"None","SVGS","None","Nonfinance subsidiaries for S & L's","OTS 1313","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SVGL.PDF","None"
"None","SVHC","None","Consolidated Financial Data for Thrift Holding Companies","OTS 1313","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SVGL.PDF","None"
"None","None","SVC2","Second Occurrence of Consolidated Financial Data for Thrift Holding Companies","OTS 1313","https://www.federalreserve.gov/apps/mdrm/series","None","None","https://www.federalreserve.gov/apps/mdrm/pdf/SVGL.PDF"
"None","None","SVC3","Third Occurrence of Consolidated Financial Data for Thrift Holding Companies","OTS 1313","https://www.federalreserve.gov/apps/mdrm/series","None","None","https://www.federalreserve.gov/apps/mdrm/pdf/SVGL.PDF"
"None","None","SVC4","Fourth Occurrence of Consolidated Financial Data for Thrift Holding Companies","OTS 1313","https://www.federalreserve.gov/apps/mdrm/series","None","None","https://www.federalreserve.gov/apps/mdrm/pdf/SVGL.PDF"
"None","SVHP","None","Parent Company Only Financial Data for Thrift Holding Company","OTS 1313","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SVGL.PDF","None"
"None","None","SVP2","Second Occurrence of Parent Company Only Financial Data for Thrift Holding Company","OTS 1313","https://www.federalreserve.gov/apps/mdrm/series","None","None","https://www.federalreserve.gov/apps/mdrm/pdf/SVGL.PDF"
"None","None","SVP3","Third Occurrence of Parent Company Only Financial Data for Thrift Holding Company","OTS 1313","https://www.federalreserve.gov/apps/mdrm/series","None","None","https://www.federalreserve.gov/apps/mdrm/pdf/SVGL.PDF"
"None","None","SVP4","Fourth Occurrence of Parent Company Only Financial Data for Thrift Holding Company","OTS 1313","https://www.federalreserve.gov/apps/mdrm/series","None","None","https://www.federalreserve.gov/apps/mdrm/pdf/SVGL.PDF"
"None","SVTX","None","Textual information for SVGL series","OTS 1313","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/SVGL.PDF","None"
"SVGM","None","None","Monthly Savings & Loans Report of Condition and Income","FHLBB 107","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/SVGM.PDF","None","None"
"TCCP","None","None","Report on Terms of Credit Card Plans","FR 2572","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/TCCP.pdf","None","None"
"None","TCCA","None","Transmission for TCCP","FR 2572","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/TCCP.pdf","None"
"None","TCCB","None","Transmission for TCCP","FR 2572","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/TCCP.pdf","None"
"None","TCCC","None","Transmission for TCCP","FR 2572","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/TCCP.pdf","None"
"None","TCCD","None","Transmission for TCCP","FR 2572","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/TCCP.pdf","None"
"None","TCCE","None","Transmission for TCCP","FR 2572","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/TCCP.pdf","None"
"None","TCCF","None","Transmission for TCCP","FR 2572","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/TCCP.pdf","None"
"None","TCCG","None","Transmission for TCCP","FR 2572","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/TCCP.pdf","None"
"None","TCCH","None","Transmission for TCCP","FR 2572","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/TCCP.pdf","None"
"None","TCCI","None","Transmission for TCCP","FR 2572","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/TCCP.pdf","None"
"None","TCCJ","None","Transmission for TCCP","FR 2572","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/TCCP.pdf","None"
"None","TCCK","None","Transmission for TCCP","FR 2572","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/TCCP.pdf","None"
"TEDS","None","None","Transmission of Edited Deposits System","FR 414a","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/TEDS.PDF","None","None"
"TEXT","None","None","Textual information transmitted to the Board from the Reserve Banks (for CALL, FR Y-9C,Y-9LP, Y-9SP, Y-9ES and FR Y-20);","FFIEC 002","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TE01","None","General Text Remarks","FFIEC 031","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TE02","None","General Text Remark","FFIEC 031","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TE03","None","General Text Remark","FFIEC 031","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TE04","None","General Text Remark","FFIEC 031","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TE05","None","General Text Remark","FFIEC 031","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TE06","None","General Text Remark","FFIEC 031","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TE07","None","General Text Remark","FFIEC 031","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TE08","None","General Text Remark","FFIEC 031","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TE09","None","General Text Remark","FFIEC 031","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TE10","None","General Text Remark","FFIEC 031","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TE11","None","General Text Remark","FFIEC 031","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TE12","None","General Text Remark","FFIEC 031","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TEXC","None","Text Codes","FR Y-20","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TR01","None","General Text Remarks","FR Y-9SP","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TR02","None","General Text Remarks","FR Y-9SP","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TR03","None","General Text Remarks","FR Y-9SP","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TR04","None","General Text Remarks","FR Y-9SP","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TR05","None","General Text Remarks","FR Y-9SP","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TR06","None","General Text Remarks","FR Y-9SP","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TR07","None","General Text Remarks","FR Y-9SP","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TR08","None","General Text Remarks","FR Y-9SP","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TR09","None","General Text Remarks","FR Y-9SP","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TR10","None","General Text Remarks","FR Y-9SP","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TR11","None","General Text Remarks","FR Y-9SP","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TR12","None","General Text Remarks","FR Y-9SP","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TX01","None","General Text Remarks","FR Y-8","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TX02","None","General Text Remarks","FR Y-8","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TX03","None","General Text Remarks","FR Y-8","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TX04","None","General Text Remarks","FR Y-8","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TX05","None","General Text Remarks","FR Y-8","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TX06","None","General Text Remarks","FR Y-8","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
